date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:38:27	242/242	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202022%2015:38:27%20GMT	http://mutationmedia.net/MOUSIQUA	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA.0.delayed	(from )
19:38:28	62218/62218	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jan%202019%2011:36:48%20GMT	http://mutationmedia.net/MOUSIQUA/	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/index.html	(from )
19:38:28	462/462	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20May%202020%2002:36:26%20GMT	http://mutationmedia.net/robots.txt		(from )
19:38:30	8854/8854	---M--	200	added ('OK')	text/css	date:Tue,%2006%20Oct%202020%2009:48:30%20GMT	http://mutationmedia.net/MOUSIQUA/css/base.css	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/css/base.css	(from http://mutationmedia.net/MOUSIQUA/)
19:38:32	178362/178362	---M--	200	added ('OK')	text/css	date:Tue,%2006%20Oct%202020%2009:51:12%20GMT	http://mutationmedia.net/MOUSIQUA/css/bootstrap.css	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/css/bootstrap.css	(from http://mutationmedia.net/MOUSIQUA/)
19:38:32	27477/27477	---M--	200	added ('OK')	text/css	date:Mon,%2021%20Jan%202019%2010:49:47%20GMT	http://mutationmedia.net/MOUSIQUA/css/main.css	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/css/main.css	(from http://mutationmedia.net/MOUSIQUA/)
19:38:33	4400/4400	---M--	200	added ('OK')	text/css	date:Mon,%2021%20Jan%202019%2010:49:34%20GMT	http://mutationmedia.net/MOUSIQUA/css/flexslider.css	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/css/flexslider.css	(from http://mutationmedia.net/MOUSIQUA/)
19:38:33	6955/6955	---M--	200	added ('OK')	text/css	date:Mon,%2021%20Jan%202019%2010:49:44%20GMT	http://mutationmedia.net/MOUSIQUA/css/magnific-popup.css	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/css/magnific-popup.css	(from http://mutationmedia.net/MOUSIQUA/)
19:38:36	144417/144417	---M--	200	added ('OK')	text/css	date:Mon,%2021%20Jan%202019%2010:49:42%20GMT	http://mutationmedia.net/MOUSIQUA/css/fonts.css	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/css/fonts.css	(from http://mutationmedia.net/MOUSIQUA/)
19:38:49	85988/85988	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:52:31%20GMT	http://mutationmedia.net/MOUSIQUA/img/2.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/2.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:38:59	129139/129139	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:55:09%20GMT	http://mutationmedia.net/MOUSIQUA/img/album/5.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/album/5.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:39:00	27448/27448	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jan%202019%2014:01:24%20GMT	http://mutationmedia.net/MOUSIQUA/album-single.html	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/album-single.html	(from http://mutationmedia.net/MOUSIQUA/)
19:39:16	95971/95971	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:54:53%20GMT	http://mutationmedia.net/MOUSIQUA/img/album/1.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/album/1.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:39:20	280607/280607	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:52:27%20GMT	http://mutationmedia.net/MOUSIQUA/img/1.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/1.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:39:26	60757/60757	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:54:56%20GMT	http://mutationmedia.net/MOUSIQUA/img/album/2.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/album/2.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:39:33	81241/81241	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:55:00%20GMT	http://mutationmedia.net/MOUSIQUA/img/album/3.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/album/3.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:39:36	294116/294116	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:54:47%20GMT	http://mutationmedia.net/MOUSIQUA/img/25.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/25.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:39:36	57713/57713	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:55:03%20GMT	http://mutationmedia.net/MOUSIQUA/img/album/4.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/album/4.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:39:49	68574/68574	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:52:54%20GMT	http://mutationmedia.net/MOUSIQUA/img/6.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/6.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:39:51	88107/88107	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:52:50%20GMT	http://mutationmedia.net/MOUSIQUA/img/5.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/5.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:39:55	139457/139457	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:52:46%20GMT	http://mutationmedia.net/MOUSIQUA/img/4.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/4.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:40:09	122902/122902	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:52:59%20GMT	http://mutationmedia.net/MOUSIQUA/img/7.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/7.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:40:26	216163/216163	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:07%20GMT	http://mutationmedia.net/MOUSIQUA/img/8.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/8.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:40:36	159191/159191	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:54:36%20GMT	http://mutationmedia.net/MOUSIQUA/img/24.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/24.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:40:38	70297/70297	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:23%20GMT	http://mutationmedia.net/MOUSIQUA/img/10.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/10.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:40:48	69369/69369	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:27%20GMT	http://mutationmedia.net/MOUSIQUA/img/11.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/11.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:40:49	334172/334172	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:20%20GMT	http://mutationmedia.net/MOUSIQUA/img/9.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/9.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:40:55	101562/101562	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:31%20GMT	http://mutationmedia.net/MOUSIQUA/img/12.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/12.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:40:55	35300/35300	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:54:04%20GMT	http://mutationmedia.net/MOUSIQUA/img/20.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/20.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:41:06	59618/59618	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:40%20GMT	http://mutationmedia.net/MOUSIQUA/img/14.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/14.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:41:07	63941/63941	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:44%20GMT	http://mutationmedia.net/MOUSIQUA/img/15.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/15.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:41:09	134827/134827	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:37%20GMT	http://mutationmedia.net/MOUSIQUA/img/13.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/13.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:41:16	64126/64126	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:47%20GMT	http://mutationmedia.net/MOUSIQUA/img/16.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/16.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:41:17	57450/57450	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:50%20GMT	http://mutationmedia.net/MOUSIQUA/img/17.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/17.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:41:24	92622/92622	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:53:54%20GMT	http://mutationmedia.net/MOUSIQUA/img/18.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/18.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:41:28	16977/16977	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jan%202019%2010:55:47%20GMT	http://mutationmedia.net/MOUSIQUA/js/jquery.flexslider-min.js	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/js/jquery.flexslider-min.js	(from http://mutationmedia.net/MOUSIQUA/)
19:41:29	7362/7362	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jan%202019%2010:55:57%20GMT	http://mutationmedia.net/MOUSIQUA/js/smooth-scroll.js	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/js/smooth-scroll.js	(from http://mutationmedia.net/MOUSIQUA/)
19:41:33	20216/20216	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jan%202019%2010:55:48%20GMT	http://mutationmedia.net/MOUSIQUA/js/jquery.magnific-popup.min.js	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/js/jquery.magnific-popup.min.js	(from http://mutationmedia.net/MOUSIQUA/)
19:41:33	97163/97163	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jan%202019%2010:55:41%20GMT	http://mutationmedia.net/MOUSIQUA/js/jquery-1.12.4.min.js	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/js/jquery-1.12.4.min.js	(from http://mutationmedia.net/MOUSIQUA/)
19:41:36	15980/15980	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jan%202019%2010:55:35%20GMT	http://mutationmedia.net/MOUSIQUA/js/audio.min.js	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/js/audio.min.js	(from http://mutationmedia.net/MOUSIQUA/)
19:41:36	10396/10396	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jan%202019%2010:55:59%20GMT	http://mutationmedia.net/MOUSIQUA/js/twitterFetcher_min.js	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/js/twitterFetcher_min.js	(from http://mutationmedia.net/MOUSIQUA/)
19:41:38	5339/5339	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jan%202019%2010:55:45%20GMT	http://mutationmedia.net/MOUSIQUA/js/jquery.countdown.min.js	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/js/jquery.countdown.min.js	(from http://mutationmedia.net/MOUSIQUA/)
19:41:38	3961/3961	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jan%202019%2010:55:51%20GMT	http://mutationmedia.net/MOUSIQUA/js/placeholders.min.js	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/js/placeholders.min.js	(from http://mutationmedia.net/MOUSIQUA/)
19:41:39	8110/8110	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Mar%202022%2015:11:12%20GMT	http://mutationmedia.net/MOUSIQUA/js/script.js	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/js/script.js	(from http://mutationmedia.net/MOUSIQUA/)
19:41:42	174805/174805	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:54:01%20GMT	http://mutationmedia.net/MOUSIQUA/img/19.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/19.jpg	(from http://mutationmedia.net/MOUSIQUA/)
19:41:48	53912/53912	---M--	200	added ('OK')	font/woff2	date:Mon,%2021%20Jan%202019%2010:52:14%20GMT	http://mutationmedia.net/MOUSIQUA/font/Socicon.woff2?jxsw4b	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/Socicon55e1.woff2	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:41:53	96844/96844	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2021%20Jan%202019%2010:51:47%20GMT	http://mutationmedia.net/MOUSIQUA/font/Socicon.eot?jxsw4b	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/Socicon55e1.eot	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:41:58	243621/243621	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2021%20Jan%202019%2010:51:57%20GMT	http://mutationmedia.net/MOUSIQUA/font/Socicon.svg?jxsw4b	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/Socicon55e1.svg	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:42:01	96680/96680	---M--	200	added ('OK')	font/ttf	date:Mon,%2021%20Jan%202019%2010:52:04%20GMT	http://mutationmedia.net/MOUSIQUA/font/Socicon.ttf?jxsw4b	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/Socicon55e1.ttf	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:42:07	96756/96756	---M--	200	added ('OK')	font/woff	date:Mon,%2021%20Jan%202019%2010:52:09%20GMT	http://mutationmedia.net/MOUSIQUA/font/Socicon.woff?jxsw4b	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/Socicon55e1.woff	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:42:51	302296/302296	---M--	200	added ('OK')	font/woff2	date:Mon,%2021%20Jan%202019%2010:51:42%20GMT	http://mutationmedia.net/MOUSIQUA/font/fontello.woff2?46579446	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/fontellob69f.woff2	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:43:10	382592/382592	---M--	200	added ('OK')	font/woff	date:Mon,%2021%20Jan%202019%2010:51:30%20GMT	http://mutationmedia.net/MOUSIQUA/font/fontello.woff?46579446	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/fontellob69f.woff	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:43:19	945681/945681	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2021%20Jan%202019%2010:50:53%20GMT	http://mutationmedia.net/MOUSIQUA/font/fontello.svg?46579446	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/fontellob69f.svg	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:43:39	643304/643304	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2021%20Jan%202019%2010:50:14%20GMT	http://mutationmedia.net/MOUSIQUA/font/fontello.eot?46579446	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/fontellob69f.eot	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:44:06	643136/643136	---M--	200	added ('OK')	font/ttf	date:Mon,%2021%20Jan%202019%2010:51:16%20GMT	http://mutationmedia.net/MOUSIQUA/font/fontello.ttf?46579446	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/font/fontellob69f.ttf	(from http://mutationmedia.net/MOUSIQUA/css/fonts.css)
19:49:35	10369317/10369317	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2021%20Jan%202019%2011:31:58%20GMT	http://mutationmedia.net/MOUSIQUA/mp3/01.mp3	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/mp3/01.mp3	(from http://mutationmedia.net/MOUSIQUA/)
19:49:37	62218/62218	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jan%202019%2011:36:48%20GMT	http://mutationmedia.net/MOUSIQUA/index.html	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/index-2.html	(from http://mutationmedia.net/MOUSIQUA/album-single.html)
19:49:40	81874/81874	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:54:08%20GMT	http://mutationmedia.net/MOUSIQUA/img/21.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/21.jpg	(from http://mutationmedia.net/MOUSIQUA/album-single.html)
19:49:44	138894/138894	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jan%202019%2010:55:14%20GMT	http://mutationmedia.net/MOUSIQUA/img/album/6.jpg	C:/Wordpress/Themes/Mousiqua/mutationmedia.net/MOUSIQUA/img/album/6.jpg	(from http://mutationmedia.net/MOUSIQUA/album-single.html)
